time,epoch,lr,train_loss,val_loss,val_average_precision,val_average_precision_pass,val_average_precision_drive,val_binary_accuracy,val_binary_accuracy_pass,val_binary_accuracy_drive
2023-04-20 20:11:47.653558,0,5e-05,0.2643041625569256,0.2845304267697553,0.2745510136660486,0.33628118713959343,0.2128208401925038,0.7348837209302326,0.6784883720930233,0.7912790697674419
2023-04-20 20:22:32.692327,1,0.0001,0.2173687261790036,0.2521117540292959,0.609099060857836,0.7099900424858514,0.5082080792298207,0.7973837209302326,0.7776162790697675,0.8171511627906977
2023-04-20 20:33:15.737569,2,0.00015,0.19475666526332497,0.19855793216374026,0.7134308117242968,0.7663063742406528,0.6605552492079407,0.8260174418604651,0.8081395348837209,0.8438953488372093
2023-04-20 20:44:00.280855,3,0.0002,0.18195715721820802,0.1798326111766835,0.7466220059307146,0.7901749318630056,0.7030690799984236,0.834593023255814,0.811046511627907,0.858139534883721
2023-04-20 20:54:44.434236,4,0.00025,0.174371131502092,0.16820314777365272,0.770449446978125,0.8133195795239263,0.7275793144323237,0.8453488372093023,0.8337209302325581,0.8569767441860465
2023-04-20 21:05:27.194455,5,0.0003,0.1712090072135127,0.16311920260750615,0.7869388678587054,0.8305476409689528,0.7433300947484579,0.8498546511627907,0.8354651162790697,0.8642441860465117
time,epoch,lr,train_loss,val_loss,val_average_precision,val_average_precision_pass,val_average_precision_drive,val_binary_accuracy,val_binary_accuracy_pass,val_binary_accuracy_drive
2023-04-20 21:18:16.091155,0,0.00029919,0.16934863699103386,0.16194893847934375,0.7904218240663163,0.8298375513018907,0.751006096830742,0.8473837209302326,0.8392441860465116,0.8555232558139535
2023-04-20 21:29:00.691939,1,0.00029675,0.16190510786386803,0.16137833721437572,0.7957847791299164,0.8382777299646998,0.753291828295133,0.8484011627906977,0.8398255813953488,0.8569767441860465
2023-04-20 21:39:46.052822,2,0.00029273,0.15881264127977215,0.15669991417224827,0.8019236782586903,0.8469502016199586,0.7568971548974219,0.8546511627906976,0.8476744186046512,0.8616279069767442
2023-04-20 21:50:31.879631,3,0.00028716,0.1586638285225878,0.15405148005351263,0.8049529742344407,0.8491428434548591,0.7607631050140222,0.8593023255813954,0.8479651162790698,0.8706395348837209
2023-04-20 22:01:15.812316,4,0.0002801,0.15185230839997538,0.14623793483099928,0.8218776119572228,0.8621415585178922,0.7816136653965533,0.8635174418604652,0.8537790697674419,0.8732558139534884
2023-04-20 22:11:59.558167,5,0.00027164,0.15037015936647832,0.14860770515447785,0.8202620988451299,0.8650128753261166,0.7755113223641432,0.8622093023255815,0.8561046511627907,0.8683139534883721
