time,epoch,lr,train_loss,val_loss,val_average_precision,val_average_precision_pass,val_average_precision_drive,val_binary_accuracy,val_binary_accuracy_pass,val_binary_accuracy_drive
2023-04-21 13:20:26.724165,0,5e-05,0.267695257330934,0.28715835854623517,0.29533882665780153,0.3540939938634815,0.23658365945212162,0.7294956698930208,0.6811003565970454,0.7778909831889964
2023-04-21 13:29:10.952127,1,0.0001,0.22053720716883748,0.2545851684514964,0.611027402147337,0.7288899123882091,0.49316489190646484,0.7957208354559347,0.7977585328578706,0.7936831380539989
2023-04-21 13:37:55.982753,2,0.00015,0.19200866979857295,0.1818909835138657,0.760807734911185,0.8107637500812273,0.7108517197411427,0.8404228222109017,0.8311258278145696,0.8497198166072338
2023-04-21 13:46:40.789460,3,0.0002,0.17928831515461202,0.17031145017298163,0.7830296102367522,0.8324320365827905,0.7336271838907138,0.8400407539480388,0.8364747834946511,0.8436067244014264
2023-04-21 13:55:25.840218,4,0.00025,0.17527569978932545,0.16365649076671812,0.7916224532794247,0.8339330556015847,0.7493118509572648,0.8517575140091697,0.8502292409577178,0.8532857870606215
2023-04-21 14:04:10.854442,5,0.0003,0.17238470167294107,0.1631726201646437,0.8008645922081845,0.8358263865509503,0.7659027978654187,0.8492103922567499,0.848191543555782,0.8502292409577178
time,epoch,lr,train_loss,val_loss,val_average_precision,val_average_precision_pass,val_average_precision_drive,val_binary_accuracy,val_binary_accuracy_pass,val_binary_accuracy_drive
2023-04-21 14:14:53.016069,0,0.00029919,0.16998562388742985,0.15769938075281426,0.8093445720216301,0.8340731806500621,0.7846159633931982,0.8605450840550178,0.8504839531329598,0.8706062149770759
2023-04-21 14:23:38.091328,1,0.00029675,0.16855739921952276,0.15679022822673233,0.8077094291252322,0.8298516850540634,0.7855671731964012,0.8595262353540499,0.8512480896586857,0.8678043810494142
2023-04-21 14:32:23.487444,2,0.00029273,0.16467796772097526,0.15191115084807946,0.8239688876870027,0.8423034536848439,0.8056343216891615,0.8650025471217524,0.8553234844625573,0.8746816097809476
