time,epoch,lr,train_loss,val_loss,val_average_precision,val_average_precision_pass,val_average_precision_drive,val_binary_accuracy,val_binary_accuracy_pass,val_binary_accuracy_drive
2023-04-21 08:09:18.015474,0,5e-05,0.2538505834241709,0.2773697912693021,0.29494428068906825,0.3403838634072506,0.2495046979708859,0.7405645903651428,0.6876342436330163,0.7934949370972691
2023-04-21 08:17:47.540020,1,0.0001,0.21180452831834565,0.2349078407682523,0.5967720832292926,0.7080780695263538,0.48546609693223164,0.7896594047253759,0.7778459650199447,0.801472844430807
2023-04-21 08:26:17.632202,2,0.00015,0.1945027892515062,0.182583392434325,0.7305597575721268,0.790755392139412,0.6703641230048415,0.8409021172138693,0.8287818349186867,0.8530223995090519
2023-04-21 08:34:48.010383,3,0.0002,0.18164857245360788,0.16469894318492856,0.7580398340960338,0.8197144049659273,0.6963652632261403,0.8542497698680577,0.851795029150046,0.8567045105860693
2023-04-21 08:43:18.903095,4,0.00025,0.18128334078316885,0.15508019984842625,0.7959483810847736,0.8387875463455773,0.75310921582397,0.864835839214483,0.855783982816815,0.873887695612151
2023-04-21 08:51:49.751426,5,0.0003,0.1788245546855033,0.14940461930104643,0.8088861118018202,0.8396490312363681,0.7781231923672722,0.8732740104326481,0.8588524087143296,0.8876956121509666
time,epoch,lr,train_loss,val_loss,val_average_precision,val_average_precision_pass,val_average_precision_drive,val_binary_accuracy,val_binary_accuracy_pass,val_binary_accuracy_drive
2023-04-21 09:02:06.789525,0,0.00029919,0.17279699039086713,0.14841693361958302,0.8113376651591213,0.8409857283435526,0.7816896019746902,0.8702055845351335,0.8576250383553237,0.8827861307149433
2023-04-21 09:10:38.203175,1,0.00029675,0.1690185148579381,0.14092300346384007,0.8262425349809774,0.8578784213579641,0.7946066486039908,0.8728137465480208,0.8634550475606014,0.8821724455354403
2023-04-21 09:19:09.299075,2,0.00029273,0.16240234676251794,0.14478798430253012,0.8298792358339298,0.8599431033646836,0.7998153683031758,0.871586376189015,0.8603866216630869,0.8827861307149433
