time,epoch,lr,train_loss,val_loss,val_average_precision,val_average_precision_pass,val_average_precision_drive,val_binary_accuracy,val_binary_accuracy_pass,val_binary_accuracy_drive
2023-04-20 15:08:56.873703,0,5e-05,0.2605484482397629,0.27691415055425844,0.2942068365911922,0.3559951536863314,0.23241851949605297,0.7309119010819165,0.6624420401854714,0.7993817619783616
2023-04-20 15:17:26.366232,1,0.0001,0.2074681188414491,0.2480265832102046,0.5122807637167044,0.5817392531317515,0.44282227430165744,0.7610510046367851,0.721483771251932,0.8006182380216383
2023-04-20 15:25:55.604012,2,0.00015,0.18622608873869018,0.20943459855998087,0.6072533748621629,0.6909769002882792,0.5235298494360466,0.8006182380216383,0.7746522411128285,0.8265842349304482
2023-04-20 15:34:25.110281,3,0.0002,0.18115181120236704,0.19900466937788222,0.6405816240004653,0.7039607832152095,0.577202464785721,0.8066460587326121,0.7771251931993818,0.8361669242658424
2023-04-20 15:42:54.436371,4,0.00025,0.1762666996531187,0.19288795411918286,0.6580130899784323,0.7177442421554276,0.598281937801437,0.812982998454405,0.7826893353941268,0.8432766615146832
2023-04-20 15:51:24.126565,5,0.0003,0.16898915504539963,0.19697644115783658,0.6504700796062468,0.7017709293742532,0.5991692298382403,0.8081916537867079,0.7734157650695518,0.842967542503864
time,epoch,lr,train_loss,val_loss,val_average_precision,val_average_precision_pass,val_average_precision_drive,val_binary_accuracy,val_binary_accuracy_pass,val_binary_accuracy_drive
2023-04-20 16:01:35.982393,0,0.00029919,0.16613906572883327,0.19296036298503014,0.6669505408043903,0.7285172224385393,0.6053838591702414,0.8108191653786707,0.7783616692426584,0.8432766615146832
2023-04-20 16:10:05.799120,1,0.00029675,0.16149934056401255,0.19178553984462468,0.6658046642587866,0.7227547006483245,0.6088546278692487,0.8126738794435857,0.7820710973724884,0.8432766615146832
2023-04-20 16:18:35.100392,2,0.00029273,0.15692317608619707,0.18861693714380412,0.6816405377618884,0.7418854278788244,0.6213956476449523,0.8170015455950541,0.7876352395672334,0.8463678516228748
2023-04-20 16:27:04.016502,3,0.00028716,0.1517901835131148,0.18625216201702957,0.6933519888071953,0.7504685936801827,0.636235383934208,0.8163833075734157,0.7848531684698609,0.8479134466769707
2023-04-20 16:35:33.125613,4,0.0002801,0.1499773001112044,0.18774609745345447,0.6953526044064642,0.7491979773142411,0.6415072314986872,0.8190108191653787,0.7848531684698609,0.8531684698608965
2023-04-20 16:44:02.284510,5,0.00027164,0.14134564340176672,0.1865252740496979,0.7062843388040843,0.7597364048980113,0.6528322727101572,0.8234930448222566,0.7897990726429676,0.8571870170015456
